Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
11,3680,"Machmer Hall Sales, Agent XIII ","","Hit the Snooze","","B    ",Filly,"Hit the Snooze","Tom's d'Etat","Daylight's Coming","","","","","Chris Melton",10000
11,3681,"Hunter Valley Farm, Agent ","","Laughatyourenemies","","B    ",Colt,"Laughatyourenemies","Tourist","Dedication","","","","","Jahfa-ju Racing Stables LLC",4500
11,3682,"Hunter Valley Farm, Agent ","","Mo Town --- Delphinium","","DB/BR",Gelding,"","Mo Town","Delphinium","","","","","Out",0
11,3683,"Machmer Hall Sales, Agent for St. Simon Place ","","Complexity --- Diamond Maker","","DB/BR",Colt,"","Complexity","Diamond Maker","","","","","Triple M Racing Stable",60000
11,3684,"Hill 'n' Dale at Xalapa, Agent ","","Kantharos --- Disguising","","CH",Colt,"","Kantharos","Disguising","","","","","Grade One Investments",35000
11,3685,"Bedouin Bloodstock, Agent IV ","","Moroder","","B    ",Colt,"Moroder","Runhappy","Do the Danse","","","","","Brian Kahn",15000
11,3686,"Pope McLean (Crestwood Farm), Agent III ","","Mastery --- Dreamboat Annie","","DB/BR",Filly,"","Mastery","Dreamboat Annie","","","","","Drumphea Stables",19000
11,3687,"Denali Stud, Agent XXIV ","","Constitution --- Dreaming of You","","B",Colt,"","Constitution","Dreaming of You","","","","","Out",0
11,3688,"Lane's End, Agent ","","Honor A. P. --- Dreams of Fire","","B",Colt,"","Honor A. P.","Dreams of Fire","","","","","Cool Hill ",8000
11,3689,"Taylor Made Sales Agency, Agent CXXII ","","Lady Ashleigh","","GR/RO",Filly,"Lady Ashleigh","Tapwrit","Dynamite Kitten","","","","","Shadley Reichert",10000
11,3690,"Denali Stud, Agent XX ","","Tappuccino","","DB/BR",Filly,"Tappuccino","Tapiture","Dynamite Lady","","","","","Gary Contessa, Agent for Bell Gable Stable",6000
11,3691,"Legacy Bloodstock, Agent XXXVIII ","","R Winchester","","B",Colt,"R Winchester","American Freedom","Ebullient","","","","","Vicente Stella Stables LLC",22000
11,3692,"KatieRich Farms ","","Evalina","","B",Filly,"Evalina","Malibu Moon","Elusive Bitcoin","","","","","X-Men Racing",22000
11,3693,"Legacy Bloodstock, Agent XXX ","","Saint Nancy S","","B",Filly,"Saint Nancy S","Promises Fulfilled","Esprit de Corps","","","","","Out",0
11,3694,"Eaton Sales, Agent ","","Mo Town --- Eurasia","","B    ",Filly,"","Mo Town","Eurasia","","","","","Milo Emson",7000
11,3695,"Highgate Sales, Agent XVIII ","","Thousand Words --- Everything Matters","","B",Filly,"","Thousand Words","Everything Matters","","","","","Out",0
11,3696,"Pope McLean (Crestwood Farm), Agent ","","Yorkton Crown","","B",Colt,"Yorkton Crown","Yorkton","Experience Curve","","","","","Martha Catalina Vargas Hernandez",2500
11,3697,"Taylor Made Sales Agency, Agent CXXVIII ","","Notetaker","","DB/BR",Colt,"Notetaker","Outwork","Eyes Cheeks Smile","","","","","Out",0
11,3698,"Moreau Bloodstock Int'l Inc. ","","Pincara","","B",Filly,"Pincara","Caracaro","Fancy Pinstripes","","","","","Michelle T Reese",5500
11,3699,"KatieRich Farms ","","Union Rags --- Fashionablyawesome","","DB/BR",Filly,"","Union Rags","Fashionablyawesome","","","","","Richard H. Bosshard",11000
11,3700,"Legacy Bloodstock, Agent XXVI ","","Gittinfiggywidit","","DB/BR",Colt,"Gittinfiggywidit","Flameaway","Figureta (ARG)","","","","","Out",0
11,3701,"Hunter Valley Farm, Agent ","","Tale of Verve --- Fire Into Ice","","B    ",Colt,"","Tale of Verve","Fire Into Ice","","","","","Kaya Racing LLC.",6000
11,3702,"Hill 'n' Dale at Xalapa, Agent ","","Key Actress","","DB/BR",Filly,"Key Actress","Mo Town","First Screening","","","","","Out",0
11,3703,"Taylor Made Sales Agency, Agent XLIV ","","Runhappy --- Fixer Upper","","DB/BR",Colt,"","Runhappy","Fixer Upper","","","","","Calumet Farm",25000
11,3704,"Taylor Made Sales Agency, Agent XXX ","","Free Drop Billy --- Free Cause","","B",Filly,"","Free Drop Billy","Free Cause","","","","","Out",0
11,3705,"Lane's End, Agent ","","Winning Strike","","DB/BR",Colt,"Winning Strike","Connect","Freedom Flag","","","","","AVK Bloodstock",22000
11,3706,"Patricia Clark, Agent III ","","French Connect","","B",Colt,"French Connect","Connect","French Bride","","","","","R.N.A. (3,500)",---
11,3707,"Darby Dan Farm, Agent IX ","","Tapiture --- Full of Joy","","DB/BR",Colt,"","Tapiture","Full of Joy","","","","","H T C",30000
11,3708,"Taylor Made Sales Agency, Agent CXXXII ","","Gift Box --- Gallus Mag","","GR/RO",Colt,"","Gift Box","Gallus Mag","","","","","Kelly Thoroughbreds LLC",40000
11,3709,"Equus Farm (Jerry Cummins/Paul Adams), Agent I ","","Thousand Words --- Georgia","","DB/BR",Colt,"","Thousand Words","Georgia","","","","","Call Rock",27000
11,3710,"Taylor Made Sales Agency, Agent CLII ","","Seawise","","CH",Colt,"Seawise","English Channel","Giant Review","","","","","Out",0
11,3711,"Hurstland Farm (Alfred H. Nuckols, Jr.), Agent II ","","Statler Inn","","B",Filly,"Statler Inn","Catalina Cruiser","Glorious View","","","","","R.N.A. (19,000)",---
11,3712,"Gainesway, Agent XV ","","Gulfstream Mary D","","B",Filly,"Gulfstream Mary D","Authentic","Gold Arrow","","","","","Out",0
11,3713,"Greenfield Farms, Agent XV ","","Warrior of Gold","","DB/BR",Colt,"Warrior of Gold","Dialed In","Gold Celebrity","","","","","Carl Allsop",8000
11,3714,"Ledgelands LLC, Agent for Twin Oaks Bloodstock LLC ","","Justify --- Golden Star Lady","","CH",Filly,"","Justify","Golden Star Lady","","","","","Out",0
11,3715,"Taylor Made Sales Agency, Agent CXXIV ","","Star Guitar --- Graceful Request","","DB/BR",Filly,"","Star Guitar","Graceful Request","","","","","Antigo Ranch",12000
11,3716,"Bluewater Sales LLC, Agent XIII ","","Astern (AUS) --- Grace Happens","","B    ",Colt,"","Astern (AUS)","Grace Happens","","","","","Victor Jimenez",7000
11,3717,"Hunter Valley Farm, Agent ","","Ravenshire","","DB/BR",Filly,"Ravenshire","Flintshire (GB)","Grogger","","","","","Knockout Thoroughbreds",9500
11,3718,"Pope McLean (Crestwood Farm), Agent IV ","","Mastery --- Halfway","","B",Colt,"","Mastery","Halfway","","","","","Out",0
11,3719,"Denali Stud, Agent VIII ","","Constitution --- Hard Not to Like","","GR/RO",Colt,"","Constitution","Hard Not to Like","","","","","Out",0
11,3720,"Bedouin Bloodstock, Agent V ","","Frosted --- Hay Dilly","","CH   ",Colt,"","Frosted","Hay Dilly","","","","","Victor Jimenez",5500
11,3721,"Machmer Hall Sales, Agent for Machmer Hall ","","Family","","B",Filly,"Family","Sharp Azteca","Heidi Maria","","","","","Out",0
11,3722,"Pope McLean (Crestwood Farm), Agent ","","Get Stormy --- Heir of Light","","B",Colt,"","Get Stormy","Heir of Light","","","","","Jim Bruce",26000
11,3723,"Lane's End, Agent ","","Violence --- Heron Watch","","B",Colt,"","Violence","Heron Watch","","","","","New Hope AB LLC",9500
11,3724,"Pope McLean (Crestwood Farm), Agent ","","Baptist Billy","","B",Colt,"Baptist Billy","Catholic Boy","Hidden Treat","","","","","Out",0
11,3725,"Greenfield Farms, Agent VII ","","Codicia Por Vida","","DB/BR",Filly,"Codicia Por Vida","Blame","Hint of Joy","","","","","Nathan Squires, Agent",25000
11,3726,"Bluewater Sales LLC, Agent III ","","Cloud Computing --- Holiday Truffles","","DB/BR",Colt,"","Cloud Computing","Holiday Truffles","","","","","Out",0
11,3727,"Hunter Valley Farm, Agent ","","Holy Belle","","DB/BR",Filly,"Holy Belle","Seeking the Soul","Holy Empress","","","","","Colin Ganter",16000
11,3728,"Pope McLean (Crestwood Farm), Agent ","","Colonel Bob","","B",Colt,"Colonel Bob","Yorkton","Honorville","","","","","Out",0
11,3729,"Scotty Tyre ","","Court Speed","","B",Filly,"Court Speed","Court Vision","Husker Ridge","","","","","Martha Catalina Vargas Hernandez",1500
11,3730,"Woods Edge Farm (Peter O'Callaghan), Agent III ","","Leofric --- Image of Noon","","GR/RO",Colt,"","Leofric","Image of Noon","","","","","Out",0
11,3731,"Legacy Bloodstock, Agent XXXI ","","Thousand Words --- Impish","","DB/BR",Filly,"","Thousand Words","Impish","","","","","Victor Jimenez",2200
11,3732,"Legacy Bloodstock, Agent XX ","","Speightster --- Incarnation","","B",Filly,"","Speightster","Incarnation","","","","","Martinez Brothers",11000
11,3733,"Legacy Bloodstock, Agent for Fred Alexander ","","Native Charmer","","B",Filly,"Native Charmer","Practical Joke","Indiana Charmer","","","","","R.N.A. (75,000)",---
11,3734,"Denali Stud, Agent XL ","","Astern (AUS) --- Ivory Pearl","","B",Colt,"","Astern (AUS)","Ivory Pearl","","","","","New Era Farm",22000
11,3735,"Pope McLean (Crestwood Farm), Agent XVI ","","Tapwrit --- Jete Ete","","GR/RO",Filly,"","Tapwrit","Jete Ete","","","","","Out",0
11,3736,"Hill 'n' Dale at Xalapa, Agent ","","Ghostzapper --- Joels Last Laugh","","DB/BR",Filly,"","Ghostzapper","Joels Last Laugh","","","","","Ela Racing Stable",4000
11,3737,"Eaton Sales, Agent ","","Mor Spirit --- Jolly Lolly","","DB/BR",Filly,"","Mor Spirit","Jolly Lolly","","","","","R.N.A. (32,000)",---
11,3738,"Sally Thomas, Agent ","","No Rejoyce","","DB/BR",Filly,"No Rejoyce","Instagrand","Joyce","","","","","Coldfront Racing",5000
11,3739,"Bedouin Bloodstock, Agent VIII ","","Bossy Dish","","B    ",Filly,"Bossy Dish","Catalina Cruiser","Katana (NZ)","","","","","Baccari Bloodstock for DWF",40000
11,3740,"Pope McLean (Crestwood Farm), Agent XIV ","","Fiery Dart","","B",Filly,"Fiery Dart","Get Stormy","Kazam","","","","","Out",0
11,3741,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent X ","","Instagrand --- Keep It a Secret","","B    ",Colt,"","Instagrand","Keep It a Secret","","","","","Faisal Alajmi",13000
11,3742,"Taylor Made Sales Agency, Agent XIII ","","Byebyejealouseye","","B",Filly,"Byebyejealouseye","Goldencents","Konza Kandy","","","","","Jahfa-ju Racing Stables LLC",2500
11,3743,"Hill 'n' Dale at Xalapa, Agent ","","Violence --- La Bomba","","DB/BR",Colt,"","Violence","La Bomba","","","","","Triple B Racing",42000
11,3744,"Highgate Sales, Agent for Westwind Farms ","","Lady Blake","","DB/BR",Filly,"Lady Blake","Mo Town","Lady Divine","","","","","Out",0
11,3745,"Hunter Valley Farm, Agent ","","Demarchelier (GB) --- Lady Macha (GB)","","B    ",Filly,"","Demarchelier (GB)","Lady Macha (GB)","","","","","D I H M",12000
11,3746,"Ledgelands LLC, Agent for Twin Oaks Bloodstock LLC ","","Asteria","","DB/BR",Filly,"Asteria","Dialed In","La Luna Latte","","","","","Out",0
11,3747,"Pope McLean (Crestwood Farm), Agent VIII ","","Get Stormy --- Lancelots Lady","","DB/BR",Filly,"","Get Stormy","Lancelots Lady","","","","","Kristen Clifferd",11000
11,3748,"Legacy Bloodstock, Agent XXXVIII ","","Global Crown","","B",Filly,"Global Crown","Global Campaign","Langcita","","","","","Martha Catalina Vargas Hernandez",1000
11,3749,"Legacy Bloodstock, Agent XXVI ","","First Words","","CH   ",Filly,"First Words","Thousand Words","Laoban Furen","","","","","R.N.A. (19,000)",---
11,3750,"Legacy Bloodstock, Agent XXI ","","Sydney's Music","","B",Filly,"Sydney's Music","Maclean's Music","Legal Limit","","","","","TLS Farm",7000
11,3751,"Patricia Clark, Agent III ","","Giant Tear","","DB/BR",Colt,"Giant Tear","Dialed In","Lightning Angel","","","","","Haras San Bartolo, S.A.",10000
11,3752,"Legacy Bloodstock, Agent XXXIII ","","Bodi Zafa","","DB/BR",Colt,"Bodi Zafa","Good Samaritan","Lightning Dove","","","","","Bob Cappelletti, Agent",45000
11,3753,"Ledgelands LLC, Agent for Twin Oaks Bloodstock LLC ","","The Factor --- Lilbourne Eliza (IRE)","","B",Colt,"","The Factor","Lilbourne Eliza (IRE)","","","","","Out",0
11,3754,"Lane's End, Agent ","","Princess Code","","DB/BR",Filly,"Princess Code","Honor A. P.","Lindy","","","","","Noah-Basheer",11000
11,3755,"Darby Dan Farm, Agent VIII ","","Accelerate --- Little Havana","","B",Filly,"","Accelerate","Little Havana","","","","","Victor Jimenez",6000
11,3756,"Little's Bloodstock, LLC, Agent XLIV ","","Dual Citizen","","GR/RO",Colt,"Dual Citizen","Caravaggio","Little Maryruth","","","","","Out",0
11,3757,"Machmer Hall Sales, Agent for Machmer Hall ","","Gift Box --- Little Miss Macho","","DB/BR",Colt,"","Gift Box","Little Miss Macho","","","","","Cardozo's Brothers Training & Sales ",3000
11,3758,"Rosilyn Polan (Sunday Morning Farm), Agent ","","Cloud Computing --- Lorette","","B",Colt,"","Cloud Computing","Lorette","","","","","Meah/Lloyd Bloodstock, Agent for Kent Sweezey",34000
11,3759,"Pope McLean (Crestwood Farm), Agent ","","Rayo de Sol","","DB/BR",Filly,"Rayo de Sol","Astern (AUS)","Lu Baton","","","","","Blanca Salazar",1700
11,3760,"Bluewater Sales LLC, Agent IX ","","Tapwrit --- Lucky Song","","CH",Colt,"","Tapwrit","Lucky Song","","","","","Feld Family for Silverton Hill",26000
11,3761,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Twirling Candy --- Madame Pele","","B",Filly,"","Twirling Candy","Madame Pele","","","","","Out",0
11,3762,"Taylor Made Sales Agency, Agent XC ","","O' Patrick","","DB/BR",Colt,"O' Patrick","Mo Town","Mahayana","","","","","Out",0
11,3763,"Pope McLean (Crestwood Farm), Agent ","","Caracaro --- Marazion Girl","","B",Colt,"","Caracaro","Marazion Girl","","","","","R.N.A. (29,000)",---
11,3764,"Taylor Made Sales Agency, Agent CXXVIII ","","Maxine Magic","","DB/BR",Filly,"Maxine Magic","Cairo Prince","Maxine","","","","","Gary Barber",25000
11,3765,"Taylor Made Sales Agency, Agent LXXXIII ","","Instilled Regard --- Meadow Dance","","B",Colt,"","Instilled Regard","Meadow Dance","","","","","Out",0
11,3766,"Machmer Hall Sales, Agent for Machmer Hall ","","Higher Power --- Medal Ceremony","","B    ",Colt,"","Higher Power","Medal Ceremony","","","","","Empire Bloodstock",8000
11,3767,"Gainesway, Agent XXVII ","","McKinzie --- Mia Torri","","DB/BR",Colt,"","McKinzie","Mia Torri","","","","","Out",0
11,3768,"Hill 'n' Dale at Xalapa, Agent ","","Midnight King","","GR/RO",Colt,"Midnight King","McKinzie","Midnight Treasure","","","","","Nadir Khassanov",27000
11,3769,"Taylor Made Sales Agency, Agent LVI ","","Frosted --- Midpoint","","DB/BR",Colt,"","Frosted","Midpoint","","","","","Victor Jimenez",8500
11,3770,"Eaton Sales, Agent ","","Dixie Nixie","","GR/RO",Filly,"Dixie Nixie","Unified","Mine's Mistress","","","","","Randall P. McClellan",12000
11,3771,"Taylor Made Sales Agency, Agent LXIV ","","Maximum Security --- Mischievious Lass","","B",Colt,"","Maximum Security","Mischievious Lass","","","","","Parrish Farms",35000
11,3772,"Taylor Made Sales Agency, Agent CXIII ","","Tom's d'Etat --- Mischievous Maude","","DB/BR",Colt,"","Tom's d'Etat","Mischievous Maude","","","","","AB Thoroughbreds",17000
11,3773,"Greenfield Farms, Agent XVI ","","Outwork --- Miss Aniela","","B    ",Filly,"","Outwork","Miss Aniela","","","","","Paul Croley",15000
11,3774,"Machmer Hall Sales, Agent for St. Simon Place ","","Sky Simon","","GR/RO",Colt,"Sky Simon","Sky Mesa","Miss Bond","","","","","Out",0
11,3775,"Hunter Valley Farm, Agent ","","Instilled Regard --- Miss Dolan's Rose","","DB/BR",Filly,"","Instilled Regard","Miss Dolan's Rose","","","","","Edy Gonzalez",4700
11,3776,"Hunter Valley Farm, Agent ","","Lookatmybuckle","","B    ",Filly,"Lookatmybuckle","Gio Ponti","Miss Gold Buckle","","","","","C G Racing Stables LLC",4500
11,3777,"Mulholland Farm, Agent ","","Classic Empire --- Mission From Elle","","CH",Colt,"","Classic Empire","Mission From Elle","","","","","West Coast Equine LLC",37000
11,3778,"Darby Dan Farm, Agent X ","","Livvy Dee","","CH",Filly,"Livvy Dee","Dialed In","Miz Strawberry Dee","","","","","Triple M Racing Stable",2500
11,3779,"Taylor Made Sales Agency, Agent LXXXIII ","","Instilled Regard --- Moi","","B",Filly,"","Instilled Regard","Moi","","","","","Out",0
11,3780,"Lane's End, Agent ","","Rosso Enigma","","B",Colt,"Rosso Enigma","Vino Rosso","Mo Mystery","","","","","Arcadio Escamilla",5500
11,3781,"Denali Stud, Agent XXXVIII ","","Ylana","","B    ",Filly,"Ylana","Yoshida (JPN)","Moon Princess","","","","","R.N.A. (3,000)",---
11,3782,"Machmer Hall Sales, Agent III ","","Global Campaign --- Morganite","","B    ",Filly,"","Global Campaign","Morganite","","","","","R.N.A. (14,000)",---
11,3783,"Highgate Sales, Agent XXIV ","","Divisidero --- Mo Smoke","","B",Filly,"","Divisidero","Mo Smoke","","","","","Edy Gonzalez",9000
11,3784,"Gainesway, Agent XII ","","Vivianna Blue","","DB/BR",Filly,"Vivianna Blue","American Pharoah","Motown Lady","","","","","Out",0
11,3785,"Legacy Bloodstock, Agent XX ","","Balmorhea","","B    ",Filly,"Balmorhea","Temple City","Ms. Rubin","","","","","Greg Green",20000
11,3786,"Lane's End, Agent ","","Cheval B","","GR/RO",Filly,"Cheval B","Accelerate","Ms Silver Oak","","","","","Jupiter Farm",11000
11,3787,"Hunter Valley Farm, Agent ","","Mendello","","DB/BR",Colt,"Mendello","Mendelssohn","Ms Trish S.","","","","","Larry Demeritte",3500
11,3788,"Legacy Bloodstock, Agent I ","","Jane Payne","","CH   ",Filly,"Jane Payne","Jimmy Creed","Mucho Macho Woman","","","","","John Candy",37000
11,3789,"Summerfield (Francis and Barbara Vanlangendonck), Agent XLV ","","Malibu Moon --- Must Be Fate","","DB/BR",Colt,"","Malibu Moon","Must Be Fate","","","","","Nice & Easy Thoroughbreds",52000
11,3790,"Eaton Sales, Agent ","","Caravaggio --- My Adeline","","B",Filly,"","Caravaggio","My Adeline","","","","","Out",0
11,3791,"Hunter Valley Farm, Agent ","","Mo Town --- My Lily Rose","","DB/BR",Colt,"","Mo Town","My Lily Rose","","","","","Jaime Cortez",7000
11,3792,"Legacy Bloodstock, Agent for Four Pillars Holdings ","","Mastery --- Mystery Tale","","DB/BR",Filly,"","Mastery","Mystery Tale","","","","","Out",0
11,3793,"Legacy Bloodstock, Agent XXXVIII ","","Can'ttakethataway","","B",Colt,"Can'ttakethataway","American Freedom","Never Say Can't","","","","","Jon Jazdzewski",1500
11,3794,"Sally Thomas, Agent ","","Raulo","","DB/BR",Colt,"Raulo","Tom's d'Etat","New Zone","","","","","Red Corner",12000
11,3795,"Lane's End, Agent ","","Amor Gitano","","B",Colt,"Amor Gitano","Union Rags","Nomadic (FR)","","","","","Aureliano Noguez",1500
11,3796,"Denali Stud, Agent VI ","","Shure","","DB/BR",Colt,"Shure","Jimmy Creed","No Respect","","","","","R.N.A. (24,000)",---
11,3797,"Gaulstown Stud LLC, Agent ","","Cupid --- Now Or Never","","DB/BR",Filly,"","Cupid","Now Or Never","","","","","Out",0
11,3798,"Hunter Valley Farm, Agent ","","Caravaggio --- Oh Carole","","DB/BR",Colt,"","Caravaggio","Oh Carole","","","","","BGI Racing",27000
11,3799,"Legacy Bloodstock, Agent XXVI ","","Honor A. P. --- Okbyecya","","B",Colt,"","Honor A. P.","Okbyecya","","","","","Out",0
11,3800,"Hunter Valley Farm, Agent ","","Derna","","CH   ",Colt,"Derna","Alternation","Okie Blonde","","","","","De Burgh Equine",5000
11,3801,"Legacy Bloodstock, Agent X ","","Whitelick Road","","CH",Filly,"Whitelick Road","Instagrand","One Minute","","","","","Out",0
11,3802,"Hunter Valley Farm, Agent ","","Good Samaritan --- One Sharp Lady","","DB/BR",Colt,"","Good Samaritan","One Sharp Lady","","","","","K.O.I.D. Co.",24000
